,ids,predictions
441,441,0.05556071
442,442,0.23053196
443,443,0.02095044
444,444,0.027103223
445,445,0.03890639
446,446,0.04615652
447,447,0.0655641
448,448,0.030739537
449,449,0.01198453
450,450,0.016312543
451,451,0.025400912
452,452,0.82895887
453,453,0.04394071
454,454,0.053025443
455,455,0.16523102
456,456,0.063764326
457,457,0.017908797
458,458,0.033311922
459,459,0.035715345
460,460,0.037263457
461,461,0.03268465
462,462,0.052922003
463,463,0.5459273
464,464,0.17254266
465,465,0.11719596
466,466,0.2699426
467,467,0.06765486
468,468,0.41471213
469,469,0.005544653
470,470,0.15684907
471,471,0.111273594
472,472,0.028625451
473,473,0.009112406
474,474,0.04064176
475,475,0.20718321
476,476,0.3164172
477,477,0.024884718
478,478,0.020423597
479,479,0.082974575
480,480,0.023228187
481,481,0.27740625
482,482,0.6219802
483,483,0.009934177
484,484,0.019862585
485,485,0.12960026
486,486,0.022587148
487,487,0.0125102475
488,488,0.11723696
489,489,0.11852632
490,490,0.0012396537
491,491,0.013325166
492,492,0.08096692
493,493,0.012241829
494,494,0.015472768
495,495,0.014882604
496,496,0.025823828
497,497,0.030823354
498,498,0.010507053
499,499,0.017435303
500,500,0.036803022
501,501,0.03613849
502,502,0.0943204
503,503,0.027406856
504,504,0.006832644
505,505,0.17776813
506,506,0.033178013
507,507,0.044004485
508,508,0.020111931
509,509,0.8080717
510,510,0.05050746
511,511,0.03629591
512,512,0.042321518
513,513,0.31058505
514,514,0.09886884
515,515,0.019051822
516,516,0.0286638
517,517,0.028520716
518,518,0.07357127
519,519,0.2768081
520,520,0.033890203
521,521,0.115166016
522,522,0.032058813
523,523,0.4484177
524,524,0.081774466
525,525,0.2704891
526,526,0.020012146
527,527,0.07946402
528,528,0.02536257
529,529,0.045279715
530,530,0.08270465
531,531,0.005747976
532,532,0.02142917
533,533,0.80820525
534,534,0.046904244
535,535,0.064927235
536,536,0.039966732
537,537,0.04133508
538,538,0.65193
539,539,0.092216976
540,540,0.121138915
541,541,0.16429862
542,542,0.017329903
543,543,0.035979137
544,544,0.014800064
545,545,0.030522263
546,546,0.15721703
547,547,0.028203318
548,548,0.030107394
549,549,0.30531695
550,550,0.16569543
551,551,0.13360788
552,552,0.015607968
553,553,0.012557413
554,554,0.039931145
555,555,0.031018455
556,556,0.012293101
557,557,0.021002982
558,558,0.10574381
559,559,0.029711558
560,560,0.052251257
561,561,0.056382068
562,562,0.3321199
563,563,0.03211133
564,564,0.082643226
565,565,0.013281815
566,566,0.05218993
567,567,0.012106744
568,568,0.047820326
569,569,0.022201456
570,570,0.22835614
571,571,0.044966914
572,572,0.19442457
573,573,0.05598344
574,574,0.050817534
575,575,0.14953788
576,576,0.03488999
577,577,0.09438495
578,578,0.003971091
579,579,0.06086604
580,580,0.07541892
581,581,0.104778275
582,582,0.10642499
583,583,0.017088002
584,584,0.03239226
585,585,0.1552085
586,586,0.08413792
587,587,0.7658689
588,588,0.026099674
589,589,0.14459361
590,590,0.44989505
591,591,0.097123004
592,592,0.07942211
593,593,0.017614726
594,594,0.021529045
595,595,0.01700835
596,596,0.029464157
597,597,0.361313
598,598,0.014605394
599,599,0.025278036
600,600,0.05946408
601,601,0.009039096
602,602,0.2273589
603,603,0.06526704
604,604,0.061345145
605,605,0.01459175
606,606,0.047123868
607,607,0.028385207
608,608,0.43930224
609,609,0.07662557
610,610,0.14165589
611,611,0.075024925
612,612,0.01592312
613,613,0.03838621
614,614,0.017498929
615,615,0.011227883
616,616,0.091748476
617,617,0.026771419
618,618,0.012061016
619,619,0.025997961
620,620,0.08764593
621,621,0.03990978
622,622,0.08821894
623,623,0.01724879
624,624,0.10621806
625,625,0.03357477
626,626,0.016543694
627,627,0.050068587
628,628,0.03176776
629,629,0.06938985
630,630,0.019797547
631,631,0.057658833
632,632,0.018485224
633,633,0.18617056
634,634,0.31785864
635,635,0.022750976
636,636,0.064220615
637,637,0.048085008
638,638,0.03648727
639,639,0.0574746
640,640,0.054966036
641,641,0.05219643
642,642,0.6611033
643,643,0.1076131
644,644,0.07588755
645,645,0.027454598
646,646,0.015378008
647,647,0.061499957
648,648,0.031449195
649,649,0.014423206
650,650,0.07617065
651,651,0.049817182
652,652,0.012682916
653,653,0.056143135
654,654,0.2684349
655,655,0.033768285
656,656,0.023820737
657,657,0.035578232
658,658,0.42743775
659,659,0.03145789
660,660,0.0067261485
661,661,0.023553805
662,662,0.04122872
663,663,0.063822806
664,664,0.45998457
665,665,0.062545456
666,666,0.13447668
667,667,0.03140024
668,668,0.0025068962
669,669,0.029701592
670,670,0.16039804
671,671,0.06281302
672,672,0.14110905
673,673,0.015296252
674,674,0.016088905
675,675,0.033203013
676,676,0.039732102
677,677,0.7150695
678,678,0.029987454
679,679,0.0666356
680,680,0.064539
681,681,0.07814448
682,682,0.019565107
683,683,0.13265681
684,684,0.05367011
685,685,0.5210204
686,686,0.024184637
687,687,0.04021943
688,688,0.038001724
689,689,0.11815932
690,690,0.07388797
691,691,0.04105073
692,692,0.07074263
693,693,0.04318624
694,694,0.021745255
695,695,0.01841842
696,696,0.046892874
697,697,0.13268685
698,698,0.360234
699,699,0.004382214
700,700,0.013274406
701,701,0.040625215
702,702,0.031013409
703,703,0.028494412
704,704,0.015221236
705,705,0.03754417
706,706,0.8682901
707,707,0.09155621
708,708,0.07271059
709,709,0.031158948
710,710,0.022565892
711,711,0.03419989
712,712,0.061906982
713,713,0.3358947
714,714,0.028537236
715,715,0.041986406
716,716,0.058093425
717,717,0.057090826
718,718,0.1357757
719,719,0.10650177
720,720,0.22057778
721,721,0.19829297
722,722,0.03266975
723,723,0.020388916
724,724,0.1177859
725,725,0.013157709
726,726,0.33698964
727,727,0.058717187
728,728,0.05555691
729,729,0.020758927
730,730,0.16867854
731,731,0.039942436
732,732,0.04857064
733,733,0.009379976
734,734,0.17476965
735,735,0.010537401
736,736,0.3078397
737,737,0.049102195
738,738,0.01397857
739,739,0.027418457
740,740,0.03489967
741,741,0.02778862
742,742,0.050676294
743,743,0.13335381
744,744,0.04604754
745,745,0.36731714
746,746,0.018959917
747,747,0.017673051
748,748,0.3323162
749,749,0.014691218
750,750,0.04878765
751,751,0.030912023
752,752,0.13801315
753,753,0.47945556
754,754,0.64523965
755,755,0.029566798
756,756,0.015999505
757,757,0.035664655
758,758,0.051461298
759,759,0.24887468
760,760,0.81040764
761,761,0.16615379
762,762,0.031538535
763,763,0.025518056
764,764,0.028962428
765,765,0.050388325
766,766,0.04226926
767,767,0.005689334
768,768,0.041967615
769,769,0.043993894
770,770,0.22004591
771,771,0.75094223
772,772,0.12325742
773,773,0.04013238
774,774,0.08592419
775,775,0.2557132
776,776,0.01853915
777,777,0.58104694
778,778,0.02342548
779,779,0.0717554
780,780,0.031090112
781,781,0.06430109
782,782,0.1893161
783,783,0.009054109
784,784,0.020604214
785,785,0.01690224
786,786,0.02424332
787,787,0.78328305
788,788,0.72519654
789,789,0.22919834
790,790,0.03242193
791,791,0.024541534
792,792,0.022706697
793,793,0.10232605
794,794,0.05059818
795,795,0.09769869
796,796,0.010732232
797,797,0.022821913
798,798,0.15396176
799,799,0.05815285
800,800,0.02020628
801,801,0.024120161
802,802,0.009880443
803,803,0.034461617
804,804,0.756096
805,805,0.07364089
806,806,0.03283639
807,807,0.16865847
808,808,0.16706233
809,809,0.12074594
810,810,0.14979154
811,811,0.018651
812,812,0.118785836
813,813,0.12037117
814,814,0.016404618
815,815,0.032596275
816,816,0.10389217
817,817,0.0036535126
818,818,0.036109194
819,819,0.008713213
820,820,0.009829378
821,821,0.21516402
822,822,0.35077527
823,823,0.028281046
824,824,0.6109475
825,825,0.045719612
826,826,0.01591571
827,827,0.059506208
828,828,0.031975582
829,829,0.050278716
830,830,0.02766203
831,831,0.22658372
832,832,0.02594968
833,833,0.029581008
834,834,0.022686077
835,835,0.059120227
836,836,0.04728687
837,837,0.038918484
838,838,0.047708936
839,839,0.6733514
840,840,0.03193588
841,841,0.036461595
842,842,0.045102905
843,843,0.0532968
844,844,0.055713903
845,845,0.80850154
846,846,0.072833546
847,847,0.05950699
848,848,0.030121949
849,849,0.16200659
850,850,0.05179364
851,851,0.18842465
852,852,0.1356889
853,853,0.31682923
854,854,0.9445771
855,855,0.064195246
856,856,0.03313172
857,857,0.018837497
858,858,0.058214907
859,859,0.06755563
860,860,0.012106418
861,861,0.45762396
862,862,0.041142765
863,863,0.06183528
864,864,0.03443287
865,865,0.04583926
866,866,0.0217499
867,867,0.14704631
868,868,0.324891
869,869,0.030352777
870,870,0.08383635
871,871,0.044506554
872,872,0.04608623
873,873,0.021732375
874,874,0.02607862
875,875,0.029923933
876,876,0.05036554
877,877,0.13922021
878,878,0.060030863
879,879,0.09760115
880,880,0.0391736
881,881,0.033637732
882,882,0.09314312
883,883,0.06466093
884,884,0.016188854
885,885,0.34155732
886,886,0.046069242
887,887,0.016235556
888,888,0.012499248
889,889,0.025535421
890,890,0.05129215
891,891,0.018546486
892,892,0.068125494
893,893,0.506829
894,894,0.027752573
895,895,0.07580946
896,896,0.060665753
897,897,0.56923854
898,898,0.12718424
899,899,0.52797425
900,900,0.01160692
901,901,0.03141973
902,902,0.07539143
903,903,0.04219488
904,904,0.015619766
905,905,0.027002603
906,906,0.21171275
907,907,0.19177184
908,908,0.14543149
909,909,0.033025462
910,910,0.0548002
911,911,0.025767483
912,912,0.022854283
913,913,0.2679759
914,914,0.074518524
915,915,0.04903712
916,916,0.063035734
917,917,0.05701911
918,918,0.025478896
919,919,0.006139419
920,920,0.06476745
921,921,0.03460952
922,922,0.027130855
923,923,0.043464664
924,924,0.03419656
925,925,0.09467288
926,926,0.19709358
927,927,0.057134558
928,928,0.0409366
929,929,0.018951794
930,930,0.10631128
931,931,0.01632147
932,932,0.031942073
933,933,0.084698506
934,934,0.054058474
935,935,0.02874491
936,936,0.038450472
937,937,0.13739198
938,938,0.9179793
939,939,0.2826729
940,940,0.19293489
941,941,0.07895894
942,942,0.046283618
943,943,0.037276007
944,944,0.06445916
945,945,0.030325746
946,946,0.023276823
947,947,0.085977316
948,948,0.1475615
949,949,0.12178234
950,950,0.10825283
951,951,0.33353034
952,952,0.46219346
953,953,0.063637264
954,954,0.077336624
955,955,0.027599439
956,956,0.054411437
957,957,0.06609387
958,958,0.037999265
959,959,0.035681035
960,960,0.20121007
961,961,0.045668107
962,962,0.024016686
963,963,0.053941052
964,964,0.029836962
965,965,0.020353496
966,966,0.07692255
967,967,0.057974078
968,968,0.03906156
969,969,0.081528984
970,970,0.06342197
971,971,0.035554755
972,972,0.04808494
973,973,0.01816995
974,974,0.030242104
975,975,0.059451118
976,976,0.008288411
977,977,0.06333084
978,978,0.04416171
979,979,0.03164161
980,980,0.028916525
981,981,0.021875033
982,982,0.034365043
983,983,0.10336712
984,984,0.06531624
985,985,0.010466636
986,986,0.05955233
987,987,0.030704122
988,988,0.10403698
989,989,0.008406159
990,990,0.62675667
991,991,0.005416049
992,992,0.36860707
993,993,0.06411424
994,994,0.072317824
995,995,0.15387176
996,996,0.01750211
997,997,0.056132965
998,998,0.32292157
999,999,0.14221424
1000,1000,0.120039694
1001,1001,0.036160737
1002,1002,0.22956035
1003,1003,0.10816973
1004,1004,0.022710744
1005,1005,0.026904278
1006,1006,0.058555372
1007,1007,0.02604446
1008,1008,0.03652915
1009,1009,0.06886545
1010,1010,0.043338273
1011,1011,0.052025266
1012,1012,0.018539244
1013,1013,0.046234224
1014,1014,0.06422847
1015,1015,0.8205802
1016,1016,0.8102312
1017,1017,0.10884686
1018,1018,0.018091917
1019,1019,0.099343725
1020,1020,0.026948703
1021,1021,0.0491104
1022,1022,0.055894874
1023,1023,0.012436674
1024,1024,0.10193129
1025,1025,0.007571001
1026,1026,0.02851338
1027,1027,0.028327158
1028,1028,0.022420555
1029,1029,0.017518295
1030,1030,0.09967003
1031,1031,0.08060453
1032,1032,0.025491249
1033,1033,0.04148395
1034,1034,0.018712122
1035,1035,0.021443663
1036,1036,0.14896631
1037,1037,0.86217546
1038,1038,0.01142278
1039,1039,0.074018754
1040,1040,0.12776622
1041,1041,0.5262264
1042,1042,0.08862626
1043,1043,0.0364157
1044,1044,0.046472374
1045,1045,0.018832056
1046,1046,0.113576114
1047,1047,0.036647525
1048,1048,0.1853519
1049,1049,0.052591063
1050,1050,0.06164447
1051,1051,0.08940711
1052,1052,0.52257305
1053,1053,0.17079575
1054,1054,0.02177405
1055,1055,0.019647848
1056,1056,0.03990291
1057,1057,0.0051450655
1058,1058,0.20838872
1059,1059,0.028163373
1060,1060,0.083318524
1061,1061,0.034829147
1062,1062,0.023292076
1063,1063,0.016565781
1064,1064,0.021707851
1065,1065,0.009799827
1066,1066,0.016872283
1067,1067,0.28879234
1068,1068,0.054198768
1069,1069,0.56276953
1070,1070,0.023634315
1071,1071,0.044363186
1072,1072,0.053897258
1073,1073,0.46428627
1074,1074,0.04735614
1075,1075,0.2247961
1076,1076,0.054761805
1077,1077,0.37574476
1078,1078,0.19248065
1079,1079,0.0101106735
1080,1080,0.018962307
1081,1081,0.050734684
1082,1082,0.0853114
1083,1083,0.22909324
1084,1084,0.036965568
1085,1085,0.08437704
1086,1086,0.089289285
1087,1087,0.039033443
1088,1088,0.010709802
1089,1089,0.03770491
1090,1090,0.016936129
1091,1091,0.18401654
1092,1092,0.039851893
1093,1093,0.05048252
1094,1094,0.03517096
1095,1095,0.015448772
1096,1096,0.07212657
1097,1097,0.20059574
1098,1098,0.029377908
1099,1099,0.049719192
1100,1100,0.06317855
1101,1101,0.08982012
1102,1102,0.014333784
1103,1103,0.032583904
1104,1104,0.028046386
1105,1105,0.012677436
1106,1106,0.08228797
1107,1107,0.7307241
1108,1108,0.0073672975
1109,1109,0.19022223
1110,1110,0.022159252
1111,1111,0.3687952
1112,1112,0.012747421
1113,1113,0.11216223
1114,1114,0.34254643
1115,1115,0.07233488
1116,1116,0.096032836
1117,1117,0.050541233
1118,1118,0.040917326
1119,1119,0.04980864
1120,1120,0.03410601
1121,1121,0.029175617
1122,1122,0.036247913
1123,1123,0.05774885
1124,1124,0.049679965
1125,1125,0.12838136
1126,1126,0.042192414
1127,1127,0.014488062
1128,1128,0.062132917
1129,1129,0.023252519
1130,1130,0.052908607
1131,1131,0.053017553
1132,1132,0.21975893
1133,1133,0.012983566
1134,1134,0.020860165
1135,1135,0.122211225
1136,1136,0.4536999
1137,1137,0.048862156
1138,1138,0.0521212
1139,1139,0.03136485
1140,1140,0.07691917
1141,1141,0.051389493
1142,1142,0.014383261
1143,1143,0.13321662
1144,1144,0.045306418
1145,1145,0.025221046
1146,1146,0.011727655
1147,1147,0.0668545
1148,1148,0.038721338
1149,1149,0.06757788
1150,1150,0.7952491
1151,1151,0.01756113
1152,1152,0.06602184
1153,1153,0.029601822
1154,1154,0.2808101
1155,1155,0.09155737
1156,1156,0.006177929
1157,1157,0.082464695
1158,1158,0.2961084
1159,1159,0.2243058
1160,1160,0.061146162
1161,1161,0.026467126
1162,1162,0.12170365
1163,1163,0.12657157
1164,1164,0.013090002
1165,1165,0.5042225
1166,1166,0.017874712
1167,1167,0.08485938
1168,1168,0.11254482
1169,1169,0.018034322
1170,1170,0.072272085
1171,1171,0.12506743
1172,1172,0.022100616
1173,1173,0.045292564
1174,1174,0.08311665
1175,1175,0.048358407
1176,1176,0.05468493
1177,1177,0.056539394
1178,1178,0.05859873
1179,1179,0.02913889
1180,1180,0.033325348
1181,1181,0.027596636
1182,1182,0.08731816
1183,1183,0.05033283
1184,1184,0.02475
1185,1185,0.052326247
1186,1186,0.06756841
1187,1187,0.025199777
1188,1188,0.20287284
1189,1189,0.026507493
1190,1190,0.0044697146
1191,1191,0.105750866
1192,1192,0.08472696
1193,1193,0.020062782
1194,1194,0.0070367595
1195,1195,0.09591048
1196,1196,0.019751193
1197,1197,0.08455264
1198,1198,0.050109692
1199,1199,0.03909244
1200,1200,0.58489853
1201,1201,0.015009615
1202,1202,0.69375783
1203,1203,0.018959895
1204,1204,0.04455372
1205,1205,0.094265476
1206,1206,0.049566876
1207,1207,0.010206226
1208,1208,0.0309562
1209,1209,0.0155830765
1210,1210,0.07964683
1211,1211,0.11657119
1212,1212,0.021349182
1213,1213,0.05461944
1214,1214,0.08693157
1215,1215,0.027502978
1216,1216,0.058936406
1217,1217,0.034941703
1218,1218,0.050710436
1219,1219,0.35645008
1220,1220,0.04163493
1221,1221,0.036604192
1222,1222,0.06272358
1223,1223,0.024287893
1224,1224,0.032693222
1225,1225,0.010328367
1226,1226,0.03161459
1227,1227,0.01793012
1228,1228,0.0030288817
1229,1229,0.06914389
1230,1230,0.02054999
1231,1231,0.033781063
1232,1232,0.021399174
1233,1233,0.40344402
1234,1234,0.027797015
1235,1235,0.38559306
1236,1236,0.29524493
1237,1237,0.007842187
1238,1238,0.0029836344
1239,1239,0.34557274
1240,1240,0.009652783
1241,1241,0.12970035
1242,1242,0.073708765
1243,1243,0.026258964
1244,1244,0.029792273
1245,1245,0.005007093
1246,1246,0.010892978
1247,1247,0.11585922
1248,1248,0.012597304
1249,1249,0.076828666
1250,1250,0.025844185
1251,1251,0.0121049695
1252,1252,0.12307689
1253,1253,0.050034136
1254,1254,0.23271503
1255,1255,0.04963667
1256,1256,0.03849149
1257,1257,0.013667438
1258,1258,0.04505142
1259,1259,0.026224785
1260,1260,0.112600654
1261,1261,0.071583025
1262,1262,0.01175701
1263,1263,0.17504545
1264,1264,0.17312862
1265,1265,0.02132853
1266,1266,0.123610064
1267,1267,0.013719643
1268,1268,0.015051837
1269,1269,0.011406789
1270,1270,0.061095588
1271,1271,0.01244633
1272,1272,0.047505144
1273,1273,0.070344195
1274,1274,0.4162568
1275,1275,0.09399893
1276,1276,0.20444821
1277,1277,0.025820049
1278,1278,0.03584471
1279,1279,0.038324874
1280,1280,0.11410578
1281,1281,0.025315464
1282,1282,0.02952783
1283,1283,0.012840305
1284,1284,0.06248304
1285,1285,0.014134005
1286,1286,0.046203405
1287,1287,0.032720648
1288,1288,0.7982874
1289,1289,0.022450706
1290,1290,0.22028382
1291,1291,0.8261595
1292,1292,0.13523553
1293,1293,0.07613335
1294,1294,0.03289355
1295,1295,0.075399786
1296,1296,0.044775467
1297,1297,0.599944
1298,1298,0.03368244
1299,1299,0.045115374
1300,1300,0.034071077
1301,1301,0.05066736
1302,1302,0.28561777
1303,1303,0.024747375
1304,1304,0.061816603
1305,1305,0.33323708
1306,1306,0.022180226
1307,1307,0.059445687
1308,1308,0.011278318
1309,1309,0.025037974
1310,1310,0.23472138
1311,1311,0.021528536
1312,1312,0.076473124
1313,1313,0.0148473475
1314,1314,0.063000284
1315,1315,0.21999356
1316,1316,0.016586704
1317,1317,0.021609057
1318,1318,0.36161155
1319,1319,0.072938524
1320,1320,0.03189232
1321,1321,0.5146105
1322,1322,0.043112632
1323,1323,0.05022214
1324,1324,0.24378458
1325,1325,0.11472513
1326,1326,0.028237313
1327,1327,0.40971318
1328,1328,0.12663788
1329,1329,0.08536239
